Слово,Транскрипция
впрядывать,ˈfprʲadɨvətʲ
впрядываться,ˈfprʲadɨvət͡sə
впряжённый,fprʲɪˈʐonːɨɪ̯
впрямую,fprʲɪˈmuɪ̯ʊ
впрямь,fprʲæmʲ
впрясть,fprʲæsʲtʲ
впрясться,ˈfprʲast͡sə
впрячь,fprʲæt͡ɕ
впрячься,ˈfprʲæt͡ɕsʲə
впуск,fpusk
впускание,fpʊˈskanʲɪɪ̯ə
впускать,fpʊˈskatʲ
впускаться,fpʊˈskat͡sːə
впускной,fpʊsˈknoɪ̯
впусте,ˈfpusʲtʲɪ
впустить,fpʊˈsʲtʲitʲ
впустую,fpʊˈstuɪ̯ʊ
впутанный,ˈfputən(ː)ɨɪ̯
впутать,ˈfputətʲ
впутаться,ˈfputət͡sə
впутывание,ˈfputɨvənʲɪɪ̯ə
впутывать,ˈfputɨvətʲ
впутываться,ˈfputɨvət͡sə
впущенный,ˈfpuɕːɪn(ː)ɨɪ̯
впяленный,ˈf⁽ʲ⁾pʲælʲɪn(ː)ɨɪ̯
впяливать,ˈf⁽ʲ⁾pʲælʲɪvətʲ
впяливаться,ˈf⁽ʲ⁾pʲælʲɪvət͡sə
впялить,ˈf⁽ʲ⁾pʲælʲɪtʲ
впялиться,ˈf⁽ʲ⁾pʲælʲɪt͡sə
впятеро,ˈf⁽ʲ⁾pʲætʲɪrə
впятером,f⁽ʲ⁾pʲɪtʲɪˈrom
впятить,ˈf⁽ʲ⁾pʲætʲɪtʲ
впятиться,ˈf⁽ʲ⁾pʲætʲɪt͡sə
впяченный,ˈf⁽ʲ⁾pʲæt͡ɕɪn(ː)ɨɪ̯
впячивание,ˈf⁽ʲ⁾pʲæt͡ɕɪvənʲɪɪ̯ə
впячивать,ˈf⁽ʲ⁾pʲæt͡ɕɪvətʲ
впячиваться,ˈf⁽ʲ⁾pʲæt͡ɕɪvət͡sə
впёртый,ˈf⁽ʲ⁾pʲɵrtɨɪ̯
впёрший,ˈf⁽ʲ⁾pʲɵrʂɨɪ̯
впёршийся,ˈf⁽ʲ⁾pʲɵrʂɨɪ̯sʲə
врабатываемость,vrɐˈbatɨvə(ɪ̯)ɪməsʲtʲ
врабатываться,vrɐˈbatɨvət͡sə
вработаться,vrɐˈbotət͡sə
враг,vrak
врагиня,vrɐˈɡʲinʲə
вражда,vrɐˈʐda
враждебно,vrɐˈʐdʲebnə
враждебность,vrɐˈʐdʲebnəsʲtʲ
враждебный,vrɐˈʐdʲebnɨɪ̯
враждование,vrəʐdɐˈvanʲɪɪ̯ə
враждовать,vrəʐdɐˈvatʲ
вражески,ˈvraʐɨskʲɪ
вражеский,ˈvraʐɨskʲɪɪ̯
вражий,ˈvraʐɨɪ̯
вражина,vrɐˈʐɨnə
вражонок,vrɐˈʐonək
враз,vras
вразбежку,vrɐˈzbʲeʂkʊ
вразбивку,vrɐˈzbʲifkʊ
вразброд,vrɐzˈbrot
вразброс,vrɐzˈbros
вразброску,vrɐzˈbroskʊ
вразвал,vrɐˈzvaɫ
вразвалку,vrɐˈzvaɫkʊ
вразвалочку,vrɐˈzvaɫət͡ɕkʊ
вразвес,vrɐˈzvʲes
враздробь,vrɐzˈdropʲ
вразлад,vrɐˈzɫat
вразлет,vrɐˈzlʲɵt
вразлёт,vrɐˈzlʲɵt
вразмах,vrɐˈzmax
вразмашку,vrɐˈzmaʂkʊ
вразмет,vrɐˈzmʲɵt
вразмёт,vrɐˈzmʲɵt
вразнобой,vrəznɐˈboɪ̯
вразноголосицу,vrəznəɡɐˈɫosʲɪt͡sʊ
вразнос,vrɐˈznos
вразнотык,vrəznɐˈtɨk
вразрез,vrɐˈzrʲes
вразрядку,vrɐˈzrʲatkʊ
вразумительно,vrəzʊˈmʲitʲɪlʲnə
вразумительность,vrəzʊˈmʲitʲɪlʲnəsʲtʲ
вразумительный,vrəzʊˈmʲitʲɪlʲnɨɪ̯
вразумить,vrəzʊˈmʲitʲ
вразумиться,vrəzʊˈmʲit͡sːə
вразумление,vrəzʊˈmlʲenʲɪɪ̯ə
вразумлять,vrəzʊˈmlʲætʲ
вразумляться,vrəzʊˈmlʲat͡sːə
вразумлённый,vrəzʊˈmlʲɵnːɨɪ̯
враки,ˈvrakʲɪ
враль,vralʲ
вральман,ˈvralʲmən
врангелевец,ˈvranɡʲɪlʲɪvʲɪt͡s
врангелевский,ˈvranɡʲɪlʲɪfskʲɪɪ̯
вранье,vrɐˈnʲjɵ
враньё,vrɐˈnʲjɵ
враскачку,vrɐˈskat͡ɕkʊ
враскидку,vrɐˈskʲitkʊ
враскорячку,vrəskɐˈrʲæt͡ɕkʊ
враскос,vrɐˈskos
враспашку,vrɐˈspaʂkʊ
врасплох,vrɐˈspɫox
враспор,vrɐˈspor
враспояску,vrəspɐˈjaskʊ
врассыпку,vrɐˈsːɨpkʊ
врассыпную,vrəsːɨˈpnuɪ̯ʊ
врастание,vrɐˈstanʲɪɪ̯ə
врастать,vrɐˈstatʲ
врасти,vrɐˈsʲtʲi
врастопырку,vrəstɐˈpɨrkʊ
врастяжку,vrɐˈsʲtʲaʂkʊ
врата,vrɐˈta
вратарский,vrɐˈtarskʲɪɪ̯
вратарь,vrɐˈtarʲ
врать,vratʲ
враться,ˈvrat͡sːə
врач,vrat͡ɕ
врач-диетолог,ˈvrad͡ʑ dʲɪ(ɪ̯)ɪˈtoɫək
врач-консультант,ˈvrat͡ɕ kənsʊlʲˈtant
врач-лаборант,ˈvrat͡ɕ ɫəbɐˈrant
врач-педиатр,ˈvrat͡ɕ pʲɪdʲɪˈatr
врач-рентгенолог,ˈvrat͡ɕ rʲɪnɡʲɪˈnoɫək
врачане,vrɐˈt͡ɕænʲɪn
врачанин,vrɐˈt͡ɕænʲɪn
врачанка,vrɐˈt͡ɕankə
врачебный,vrɐˈt͡ɕebnɨɪ̯
врачеватель,vrət͡ɕɪˈvatʲɪlʲ
врачевательница,vrət͡ɕɪˈvatʲɪlʲnʲɪt͡sə
врачевать,vrət͡ɕɪˈvatʲ
врачеваться,vrət͡ɕɪˈvat͡sːə
врачиха,vrɐˈt͡ɕixə
врачующий,vrɐˈt͡ɕʉɪ̯ʊɕːɪɪ̯
вращатель,vrɐˈɕːætʲɪlʲ
вращательный,vrɐˈɕːætʲɪlʲnɨɪ̯
вращать,vrɐˈɕːætʲ
вращаться,vrɐˈɕːat͡sːə
вращающий,vrɐˈɕːæɪ̯ʊɕːɪɪ̯
вращающийся,vrɐˈɕːæɪ̯ʊɕːɪɪ̯sʲə
вращение,vrɐˈɕːenʲɪɪ̯ə
вред,vrʲet
вредина,ˈvrʲedʲɪnə
вредитель,vrʲɪˈdʲitʲɪlʲ
вредительский,vrʲɪˈdʲitʲɪlʲskʲɪɪ̯
вредительство,vrʲɪˈdʲitʲɪlʲstvə
вредительствовать,vrʲɪˈdʲitʲɪlʲstvəvətʲ
вредить,vrʲɪˈdʲitʲ
вредник,ˈvrʲedʲnʲɪk
вредничать,ˈvrʲedʲnʲɪt͡ɕɪtʲ
вредно,ˈvrʲednə
вредность,ˈvrʲednəsʲtʲ
вредный,ˈvrʲednɨɪ̯
вредоносность,vrʲɪdɐˈnosnəsʲtʲ
вредоносный,vrʲɪdɐˈnosnɨɪ̯
врез,vrʲes
врезание,vrʲɪˈzanʲɪɪ̯ə
врезанный,ˈvrʲezən(ː)ɨɪ̯
врезать,ˈvrʲezətʲ
врезаться,ˈvrʲezət͡sə
врезка,ˈvrʲeskə
врезной,vrʲɪˈznoɪ̯
врезывание,ˈvrʲezɨvənʲɪɪ̯ə
врезывать,ˈvrʲezɨvətʲ
врезываться,ˈvrʲezɨvət͡sə
временами,vrʲɪmʲɪˈnamʲɪ
временить,vrʲɪmʲɪˈnʲitʲ
временник,vrʲɪmʲɪˈnʲːik
временно,ˈvrʲemʲɪn(ː)ə
временной,vrʲɪmʲɪˈnːoɪ̯
временнообязанный,vrʲɪmʲɪnːɐɐˈbʲazən(ː)ɨɪ̯
временноподобный,ˌvrʲemʲɪnːəpɐˈdobnɨɪ̯
временность,ˈvrʲemʲɪn(ː)əsʲtʲ
временный,ˈvrʲemʲɪn(ː)ɨɪ̯
временщик,vrʲɪmʲɪnʲˈɕːik
времечко,ˈvrʲemʲɪt͡ɕkə
время,ˈvrʲemʲə
времязадающий,ˌvrʲemʲɪzədɐˈjʉɕːɪɪ̯
времяимпульсный,vrʲɪmʲɪˈimpʊlʲsnɨɪ̯
времянахождение,ˌvrʲemʲɪnəxɐˈʐdʲenʲɪɪ̯ə
времянка,vrʲɪˈmʲankə
времяобразный,ˌvrʲemʲɪɐˈbraznɨɪ̯
времяподобный,ˌvrʲemʲɪpɐˈdobnɨɪ̯
времяпрепровождение,ˌvrʲemʲɪprʲɪprəvɐˈʐdʲenʲɪɪ̯ə
времяпровождение,ˌvrʲemʲɪprəvɐˈʐdʲenʲɪɪ̯ə
времяпролетный,ˌvrʲemʲɪprɐˈlʲɵtnɨɪ̯
времяразрешающий,ˌvrʲemʲɪrəzrʲɪˈʂajʉɕːɪɪ̯
времясчисление,ˌvrʲemʲɪɕt͡ɕɪˈslʲenʲɪɪ̯ə
вретище,ˈvrʲetʲɪɕːɪ
врио,ˈvrʲio
вровень,ˈvrovʲɪnʲ
вроде,ˈvrodʲɪ
врожденный,vrɐˈʐdʲɵnːɨɪ̯
врождённость,vrɐˈʐdʲɵnːəsʲtʲ
врождённый,vrɐˈʐdʲɵnːɨɪ̯
врознь,vrozʲnʲ
врозь,vrosʲ
вронскиан,vrənskʲɪˈan
вросший,ˈvroʂːɨɪ̯
вроцлавец,ˈvrot͡sɫəvʲɪt͡s
вроцлавский,ˈvrot͡sɫəfskʲɪɪ̯
вроцлавцы,ˈvrot͡sɫəvʲɪt͡s
вроцлавяне,vrət͡sɫɐˈvʲænʲɪn
вроцлавянин,vrət͡sɫɐˈvʲænʲɪn
вроцлавянка,vrət͡sɫɐˈvʲankə
вруб,vrup
врубание,vrʊˈbanʲɪɪ̯ə
врубать,vrʊˈbatʲ
врубаться,vrʊˈbat͡sːə
врубить,vrʊˈbʲitʲ
врубиться,vrʊˈbʲit͡sːə
врубка,ˈvrupkə
врубленный,ˈvrublʲɪn(ː)ɨɪ̯
врубмашина,ˌvrupmɐˈʂɨnə
врубовка,ˈvrubəfkə
врубовщик,vrʊbɐfˈɕːik
врубовый,ˈvrubəvɨɪ̯
врубок,ˈvrubək
врукопашную,vrʊkɐˈpaʂnʊɪ̯ʊ
врун,vrun
врунишка,vrʊˈnʲiʂkə
врунья,ˈvrunʲɪ̯ə
вручать,vrʊˈt͡ɕætʲ
вручаться,vrʊˈt͡ɕat͡sːə
вручение,vrʊˈt͡ɕenʲɪɪ̯ə
вручитель,vrʊˈt͡ɕitʲɪlʲ
вручительница,vrʊˈt͡ɕitʲɪlʲnʲɪt͡sə
вручить,vrʊˈt͡ɕitʲ
вручную,vrʊt͡ɕˈnuɪ̯ʊ
вручённый,vrʊˈt͡ɕɵnːɨɪ̯
вруша,ˈvruʂə
врушка,ˈvruʂkə
вршачанин,vrʂɐˈt͡ɕænʲɪn
врывать,vrɨˈvatʲ
врываться,vrɨˈvat͡sːə
врыть,vrɨtʲ
врыться,ˈvrɨt͡sːə
вряд,vrʲat
вряд,vrʲat
втайне,ˈftajnʲɪ
вталкивание,ˈftaɫkʲɪvənʲɪɪ̯ə
вталкиваться,ˈftaɫkʲɪvət͡sə
втаптывание,ˈftaptɨvənʲɪɪ̯ə
втаптывать,ˈftaptɨvətʲ
втаптываться,ˈftaptɨvət͡sə
втасканный,ˈftaskən(ː)ɨɪ̯
втаскать,ftɐˈskatʲ
втаскивание,ˈftaskʲɪvənʲɪɪ̯ə
втаскивать,ˈftaskʲɪvətʲ
втаскиваться,ˈftaskʲɪvət͡sə
втасованный,ftɐˈsovən(ː)ɨɪ̯
втасовать,ftəsɐˈvatʲ
втасовывать,ftɐˈsovɨvətʲ
втасовываться,ftɐˈsovɨvət͡sə
втачанный,ˈftat͡ɕɪn(ː)ɨɪ̯
втачать,ftɐˈt͡ɕætʲ
втачаться,ftɐˈt͡ɕat͡sːə
втачивание,ˈftat͡ɕɪvənʲɪɪ̯ə
втачивать,ˈftat͡ɕɪvətʲ
втачиваться,ˈftat͡ɕɪvət͡sə
втачка,ˈftat͡ɕkə
втачной,ftɐt͡ɕˈnoɪ̯
втащенный,ˈftaɕːɪn(ː)ɨɪ̯
втащить,ftɐˈɕːitʲ
втащиться,ftɐˈɕːit͡sːə
втекание,ftʲɪˈkanʲɪɪ̯ə
втекать,ftʲɪˈkatʲ
втемную,ˈftʲɵmnʊɪ̯ʊ
втемяшенный,ftʲɪˈmʲaʂɨn(ː)ɨɪ̯
втемяшивать,ftʲɪˈmʲaʂɨvətʲ
втемяшиваться,ftʲɪˈmʲaʂɨvət͡sə
втемяшить,ftʲɪˈmʲaʂɨtʲ
втемяшиться,ftʲɪˈmʲaʂɨt͡sə
втереть,ftʲɪˈrʲetʲ
втереться,ftʲɪˈrʲet͡sːə
втесаться,ftʲɪˈsat͡sːə
втеснить,ftʲɪˈsʲnʲitʲ
втесниться,ftʲɪˈsʲnʲit͡sːə
втеснять,ftʲɪˈsʲnʲætʲ
втесняться,ftʲɪˈsʲnʲat͡sːə
втеснённый,ftʲɪˈsʲnʲɵnːɨɪ̯
втечь,ftʲet͡ɕ
втирание,ftʲɪˈranʲɪɪ̯ə
втирать,ftʲɪˈratʲ
втирать,ftʲɪˈratʲ
втираться,ftʲɪˈrat͡sə
втисканный,ˈftʲiskən(ː)ɨɪ̯
втискать,ˈftʲiskətʲ
втискаться,ˈftʲiskət͡sə
втискивание,ˈftʲiskʲɪvənʲɪɪ̯ə
втискивать,ˈftʲiskʲɪvətʲ
втискиваться,ˈftʲiskʲɪvət͡sə
втиснутый,ˈftʲisnʊtɨɪ̯
втиснуть,ˈftʲisnʊtʲ
втиснуться,ˈftʲisnʊt͡sə
втихаря,ftʲɪxɐˈrʲa
втихомолку,ftʲɪxɐˈmoɫkʊ
втихомолочку,ftʲɪxɐˈmoɫət͡ɕkʊ
втихую,ftʲɪˈxuɪ̯ʊ
втолканный,ˈftoɫkən(ː)ɨɪ̯
втолкать,ftɐɫˈkatʲ
втолкаться,ftɐɫˈkat͡sːə
втолкнутый,ˈftoɫknʊtɨɪ̯
втолкнуть,ftɐɫˈknutʲ
втолкнуться,ftɐɫˈknut͡sːə
втолкованный,ftɐɫˈkovən(ː)ɨɪ̯
втолковать,ftəɫkɐˈvatʲ
втолковывание,ftɐɫˈkovɨvənʲɪɪ̯ə
втолковывать,ftɐɫˈkovɨvətʲ
втолковываться,ftɐɫˈkovɨvət͡sə
втолочь,ftɐˈɫot͡ɕ
втоптанный,ˈftoptən(ː)ɨɪ̯
втоптать,ftɐˈptatʲ
втоптаться,ftɐˈptat͡sːə
втора,ˈftorə
вторачивать,ftɐˈrat͡ɕɪvətʲ
вторачиваться,ftɐˈrat͡ɕɪvət͡sə
вторая,ftɐˈroɪ̯
вторгаться,ftɐrˈɡat͡sːə
вторгнувшийся,ˈftorɡnʊfʂɨɪ̯sʲə
вторгнуться,ˈftorɡnʊt͡sə
вторгшийся,ˈftorkʂɨɪ̯sʲə
вторжение,ftɐrˈʐɛnʲɪɪ̯ə
вторить,ˈftorʲɪtʲ
вторично,ftɐˈrʲit͡ɕnə
вторичнополостной,ftɐˌrʲit͡ɕnəpəɫɐˈsnoɪ̯
вторичноротые,ftərʲɪt͡ɕnɐˈrotɨɪ̯
вторичность,ftɐˈrʲit͡ɕnəsʲtʲ
вторичный,ftɐˈrʲit͡ɕnɨɪ̯
вторник,ˈftornʲɪk
вторничный,ˈftornʲɪt͡ɕnɨɪ̯
второбрачие,ftərɐˈbrat͡ɕɪɪ̯ə
второгодник,ftərɐˈɡodʲnʲɪk
второгодница,ftərɐˈɡodʲnʲɪt͡sə
второгодничество,ftərɐˈɡodʲnʲɪt͡ɕɪstvə
второе,ftɐˈroɪ̯ə
второе,ftɐˈroɪ̯ə
второй,ftɐˈroɪ̯
второклассник,ftərɐˈkɫasʲnʲɪk
второклассница,ftərɐˈkɫasʲnʲɪt͡sə
второклассный,ftərɐˈkɫasnɨɪ̯
второклашка,ftərɐˈkɫaʂkə
второкурсник,ftərɐˈkurs⁽ʲ⁾nʲɪk
второкурсница,ftərɐˈkurs⁽ʲ⁾nʲɪt͡sə
второкурсный,ftərɐˈkursnɨɪ̯
второочередник,ftərɐɐt͡ɕɪrʲɪˈdʲnʲik
второочередной,ftərɐɐt͡ɕɪrʲɪˈdnoɪ̯
второпях,ftərɐˈpʲax
второразрядник,ftərərɐˈzrʲædʲnʲɪk
второразрядный,ftərərɐˈzrʲadnɨɪ̯
второсортность,ftərɐˈsortnəsʲtʲ
второсортный,ftərɐˈsortnɨɪ̯
второстепенность,ftərəsʲtʲɪˈpʲenːəsʲtʲ
второстепенный,ftərəsʲtʲɪˈpʲenːɨɪ̯
второстепенный,ftərəsʲtʲɪˈpʲenːɨɪ̯
второченный,ftɐˈrot͡ɕɪn(ː)ɨɪ̯
второчить,ftərɐˈt͡ɕitʲ
второчиться,ftərɐˈt͡ɕit͡sːə
вторсырьё,ˌftorsɨˈrʲjɵ
вторящий,ˈftorʲɪɕːɪɪ̯
втравить,ftrɐˈvʲitʲ
втравиться,ftrɐˈvʲit͡sːə
втравленный,ˈftravlʲɪn(ː)ɨɪ̯
втравливание,ˈftravlʲɪvənʲɪɪ̯ə
втравливать,ˈftravlʲɪvətʲ
втравливаться,ˈftravlʲɪvət͡sə
втравляться,ftrɐˈvlʲat͡sːə
втрамбованный,ftrɐmˈbovən(ː)ɨɪ̯
втрамбовать,ftrəmbɐˈvatʲ
втрамбоваться,ftrəmbɐˈvat͡sːə
втрамбовывание,ftrɐmˈbovɨvənʲɪɪ̯ə
втрамбовывать,ftrɐmˈbovɨvətʲ
втрамбовываться,ftrɐmˈbovɨvət͡sə
втрескаться,ˈftrʲeskət͡sə
втридешева,ˈftrʲidʲɪʂɨvə
втридорога,ˈftrʲidərəɡə
втрое,ˈftroɪ̯ə
втроем,ftrɐˈjɵm
втройне,ftrɐɪ̯ˈnʲe
втроём,ftrɐˈjɵm
втугую,ftʊˈɡuɪ̯ʊ
втуз,ftus
втузовец,ˈftuzəvʲɪt͡s
втузовка,ˈftuzəfkə
втузовский,ˈftuzəfskʲɪɪ̯
втулка,ˈftuɫkə
втулочка,ˈftuɫət͡ɕkə
втулочный,ˈftuɫət͡ɕnɨɪ̯
втуне,ˈftunʲɪ
втык,ftɨk
втыкание,ftɨˈkanʲɪɪ̯ə
втыкать,ftɨˈkatʲ
втыкаться,ftɨˈkat͡sːə
втюриться,ˈftʲʉrʲɪt͡sə
втягивание,ˈftʲæɡʲɪvənʲɪɪ̯ə
втягивать,ˈftʲæɡʲɪvətʲ
втягиваться,ˈftʲæɡʲɪvət͡sə
втяжка,ˈftʲaʂkə
втяжной,ftʲɪˈʐnoɪ̯
втянутый,ˈftʲanʊtɨɪ̯
втянуть,ftʲɪˈnutʲ
втянуться,ftʲɪˈnut͡sːə
втяпать,ˈftʲapətʲ
втяпаться,ˈftʲapət͡sə
втяпывать,ˈftʲapɨvətʲ
втяпываться,ˈftʲapɨvət͡sə
втёкший,ˈftʲɵkʂɨɪ̯
втёмную,ˈftʲɵmnʊɪ̯ʊ
втёртый,ˈftʲɵrtɨɪ̯
втёрший,ˈftʲɵrʂɨɪ̯
втёршийся,ˈftʲɵrʂɨɪ̯sʲə
втёсываться,ˈftʲɵsɨvət͡sə
вуадилец,vʊɐˈdʲilʲɪt͡s
вуалевый,vʊˈalʲɪvɨɪ̯
вуалетка,vʊɐˈlʲetkə
вуалехвост,vʊəlʲɪˈxvost
вуалирование,vʊɐˈlʲirəvənʲɪɪ̯ə
вуалировать,vʊɐˈlʲirəvətʲ
вуалироваться,vʊɐˈlʲirəvət͡sə
вуаль,vʊˈalʲ
вуалька,vʊˈalʲkə
вуду,ˈvudʊ
вуз,vus
вузком,vʊˈskom
вузовец,ˈvuzəvʲɪt͡s
вузовка,ˈvuzəfkə
вузовский,ˈvuzəfskʲɪɪ̯
вулкан,vʊɫˈkan
вулканизат,vʊɫkənʲɪˈzat
вулканизатор,vʊɫkənʲɪˈzatər
вулканизаторщик,vʊɫkənʲɪˈzatərɕːɪk
вулканизационный,vʊɫkənʲɪzət͡sɨˈonːɨɪ̯
вулканизация,vʊɫkənʲɪˈzat͡sɨɪ̯ə
вулканизирование,vʊɫkənʲɪˈzʲirəvənʲɪɪ̯ə
вулканизированный,vʊɫkənʲɪˈzʲirəvən(ː)ɨɪ̯
вулканизировать,vʊɫkənʲɪˈzʲirəvətʲ
вулканизироваться,vʊɫkənʲɪˈzʲirəvət͡sə
вулканизм,vʊɫkɐˈnʲizm
вулканизование,vʊɫkənʲɪzɐˈvanʲɪɪ̯ə
вулканизованный,vʊɫkənʲɪˈzovən(ː)ɨɪ̯
вулканизовать,vʊɫkənʲɪzɐˈvatʲ
вулканизоваться,vʊɫkənʲɪzɐˈvat͡sːə
вулканит,vʊɫkɐˈnʲit
вулканически,vʊɫkɐˈnʲit͡ɕɪskʲɪ
вулканический,vʊɫkɐˈnʲit͡ɕɪskʲɪɪ̯
вулканный,vʊɫˈkanːɨɪ̯
вулканолог,vʊɫkɐˈnoɫək
вулканологический,vʊɫkənəɫɐˈɡʲit͡ɕɪskʲɪɪ̯
вулканология,vʊɫkənɐˈɫoɡʲɪɪ̯ə
вульва,ˈvulʲvə
вульвит,vʊlʲˈvʲit
вульвовагинит,vʊlʲvəvəɡʲɪˈnʲit
вульгаризатор,vʊlʲɡərʲɪˈzatər
вульгаризаторский,vʊlʲɡərʲɪˈzatərskʲɪɪ̯
вульгаризаторство,vʊlʲɡərʲɪˈzatərstvə
вульгаризация,vʊlʲɡərʲɪˈzat͡sɨɪ̯ə
вульгаризированный,vʊlʲɡərʲɪˈzʲirəvən(ː)ɨɪ̯
вульгаризировать,vʊlʲɡərʲɪˈzʲirəvətʲ
вульгаризироваться,vʊlʲɡərʲɪˈzʲirəvət͡sə
вульгаризм,vʊlʲɡɐˈrʲizm
вульгарно,vʊlʲˈɡarnə
вульгарность,vʊlʲˈɡarnəsʲtʲ
вульгарный,vʊlʲˈɡarnɨɪ̯
вульгарщина,vʊlʲˈɡarɕːɪnə
вульфенит,vʊlʲfʲɪˈnʲit
вундеркинд,vʊndɛrˈkʲint
вупперталец,vʊpʲɪrˈtalʲɪt͡s
вурдалак,vʊrdɐˈɫak
вурнарец,vʊrˈnarʲɪt͡s
вурнарка,vʊrˈnarkə
вусмерть,ˈvusmʲɪrtʲ
вухо,ˈvuxə
вхаживать,ˈfxaʐɨvətʲ
вход,fxot
вход-выход,ˈfxot ˈvɨxət
входить,fxɐˈdʲitʲ
входная,ˈfxodnɨɪ̯
входной,fxɐˈdnoɪ̯
входящая,fxɐˈdʲæɕːɪɪ̯ə
входящий,fxɐˈdʲæɕːɪɪ̯
вхождение,fxɐˈʐdʲenʲɪɪ̯ə
вхожий,ˈfxoʐɨɪ̯
вхолостую,fxəɫɐˈstuɪ̯ʊ
вцементировать,ft͡sɨmʲɪnʲˈtʲirəvətʲ
вцепить,ft͡sɨˈpʲitʲ
вцепиться,ft͡sɨˈpʲit͡sːə
вцеплять,ft͡sɨˈplʲætʲ
вцепляться,ft͡sɨˈplʲat͡sːə
вциковский,ˈft͡sɨkəfskʲɪɪ̯
вчера,ft͡ɕɪˈra
вчерась,ft͡ɕɪˈrasʲ
вчерашний,ft͡ɕɪˈraʂnʲɪɪ̯
вчерне,ft͡ɕɪrˈnʲe
вчертить,ft͡ɕɪrˈtʲitʲ
вчертиться,ft͡ɕɪrˈtʲit͡sːə
вчерченный,ˈft͡ɕert͡ɕɪn(ː)ɨɪ̯
вчерчивание,ˈft͡ɕert͡ɕɪvənʲɪɪ̯ə
вчерчивать,ˈft͡ɕert͡ɕɪvətʲ
вчерчиваться,ˈft͡ɕert͡ɕɪvət͡sə
вчетверо,ˈft͡ɕetvʲɪrə
вчетвером,ft͡ɕɪtvʲɪˈrom
вчинить,ft͡ɕɪˈnʲitʲ
вчиниться,ft͡ɕɪˈnʲit͡sːə
вчинять,ft͡ɕɪˈnʲætʲ
вчиняться,ft͡ɕɪˈnʲat͡sːə
вчинённый,ft͡ɕɪˈnʲɵnːɨɪ̯
вчистую,ft͡ɕɪˈstuɪ̯ʊ
вчитаться,ft͡ɕɪˈtat͡sːə
вчитываться,ˈft͡ɕitɨvət͡sə
вчувствоваться,ˈft͡ɕustvəvət͡sə
вчуже,ˈft͡ɕuʐə
вша,fʂa
вшестеро,ˈfʂɛsʲtʲɪrə
вшестером,fʂɨsʲtʲɪˈrom
вшибить,fʂɨˈbʲitʲ
вшивание,fʂɨˈvanʲɪɪ̯ə
вшивать,fʂɨˈvatʲ
вшиваться,fʂɨˈvat͡sːə
вшивевший,ˈfʂɨvʲɪfʂɨɪ̯
вшиветь,ˈfʂɨvʲɪtʲ
вшивка,ˈfʂɨfkə
вшивной,fʂɨˈvnoɪ̯
вшивость,ˈfʂɨvəsʲtʲ
вшивый,ˈfʂɨvɨɪ̯
вширь,fʂɨrʲ
вшитый,ˈfʂɨtɨɪ̯
вшить,fʂɨtʲ
вшиться,ˈfʂɨt͡sːə
въедаться,vɪ̯ɪˈdat͡sːə
въедливо,ˈvjedlʲɪvə
въедливость,ˈvjedlʲɪvəsʲtʲ
въедливый,ˈvjedlʲɪvɨɪ̯
въедчиво,ˈvjet͡ɕːɪvə
въедчивость,ˈvjet͡ɕːɪvəsʲtʲ
въедчивый,ˈvjet͡ɕːɪvɨɪ̯
въезд,vjest
въездной,vɪ̯ɪˈznoɪ̯
въезжать,vɪ̯ɪˈʑːætʲ
въезжий,ˈvjeʑːɪɪ̯
въесться,ˈvjest͡sə
въехать,ˈvjexətʲ
въяве,ˈvjævʲɪ
въявь,vjæfʲ
вьентьянец,vʲɪ̯ɪnʲˈtʲjænʲɪt͡s
вьентьянка,vʲɪ̯ɪnʲˈtʲjankə
вьентьянцы,vʲɪ̯ɪnʲˈtʲjænʲɪt͡s
вьетконговец,vʲɪ̯ɪˈtkonɡəvʲɪt͡s
вьетконговский,vʲɪ̯ɪˈtkonɡəfskʲɪɪ̯
вьетнамец,vʲɪ̯ɪtˈnamʲɪt͡s
вьетнамка,vʲɪ̯ɪtˈnamkə
вьетнамки,vʲɪ̯ɪtˈnamkə
вьетнамо-китайский,vʲɪ̯ɪtˌnamə kʲɪˈtaɪ̯skʲɪɪ̯
вьетнамский,vʲɪ̯ɪtˈnamskʲɪɪ̯
вьетнамцы,vʲɪ̯ɪtˈnamʲɪt͡s
вьюга,ˈvʲjuɡə
вьюговей,vʲɪ̯ʊɡɐˈvʲeɪ̯
вьюжистый,ˈvʲjuʐɨstɨɪ̯
вьюжить,ˈvʲjuʐɨtʲ
вьюжливый,ˈvʲjuʐlʲɪvɨɪ̯
вьюжно,ˈvʲjuʐnə
вьюжный,ˈvʲjuʐnɨɪ̯
вьюк,vʲjuk
вьюковожатый,vʲɪ̯ʊkəvɐˈʐatɨɪ̯
вьюн,vʲjun
вьюнок,vʲɪ̯ʊˈnok
вьюночек,vʲɪ̯ʊˈnot͡ɕɪk
